Name,Latitude,Longitude,Venue_Id,Category_L1,Category_L2,Category_L3,Category_L4,Postal_Code
Sportanlage Hoheluft Kunstrasenplatz,53.59063759938614,9.965823351759317,4fffee4ef31c49a205a5445f,Outdoors & Recreation,Athletics & Sports,Hockey Field,None,22529
H Brunsberg,53.5941256873319,9.966564648299187,4bfc0e73d6f2c9b6a6a44ec8,Travel & Transport,Bus Stop,None,None,22529
Gärtnerei Holzweißig,53.591599201652095,9.960147851680892,4f9ea77be4b0e5be4151a103,Shop & Service,Flower Shop,None,None,22529
Dorint Hotel Hamburg-Eppendorf,53.58833508279204,9.973444106922084,4da411352939b1f7aa6b2a57,Travel & Transport,Hotel,None,None,20251
Medizinhistorisches Museum Hamburg,53.59340948822354,9.977088613661287,4f2540171081923bac45818d,Arts & Entertainment,Museum,Science Museum,None,20251
Flink,53.59442807732418,9.978430585107338,4be50f6a2468c92878aeff42,Food,Bistro,None,None,20251
Ellena's Back-Bistro,53.59440529948664,9.975984022346534,4ca0743954c8a1cd86639f4b,Food,Bakery,None,None,20251
H UK Eppendorf,53.58889957914096,9.975752486454287,4fb9dc51e4b0310b9bf25b93,Travel & Transport,Bus Stop,None,None,20251
Stadtrad Leihstation 2373,53.58906662053021,9.976012493060264,501195f0e4b0bc7cf43f7495,Travel & Transport,Bike Rental / Bike Share,None,None,20251
budnikowsky,53.590036,9.973367,57b594f6cd104a9f1af85933,Shop & Service,Drugstore,None,None,20251
Dallmeyers Backhus,53.58998296918425,9.974136884274042,5434305f498eec4338969d43,Food,Bakery,None,None,20251
UKE Casino/Mensa,53.592007590350455,9.973254590247967,4ef1b76ed3e3e3805771cf0d,Food,Cafeteria,None,None,20251
Tropen-Aquarium,53.59511891631138,9.941647283043931,4b40ada1f964a520c9b925e3,Arts & Entertainment,Aquarium,None,None,22527
Orang-Utan-Haus,53.596991922761276,9.94162210577908,4bebd726a9900f47f1351840,Arts & Entertainment,Zoo,Zoo Exhibit,None,22527
NewLivingHome Hotel Hamburg,53.59463117961143,9.94590705632886,4bd7b678304fce729fee33ab,Travel & Transport,Hotel,None,None,22527
Frittenbude,53.59789065347534,9.93817308649041,4e622693b0fb188e8d8ec04f,Food,Diner,None,None,22527
DAV Kletterzentrum,53.59732153162805,9.95274951668036,4b5c8c79f964a520e63529e3,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Climbing Gym,22529
Horn,53.60074795757805,9.9566436956369,4c95eaa382b56dcb4a0bddaa,Food,Bakery,None,None,22529
Kleines Hofcafé,53.600882999999996,9.955906,4ea2de4d8231f6dc6a337639,Food,Café,None,None,22529
Il Tramonto,53.600547754574436,9.956705698727944,4c2f7b3a3896e21ef1fee390,Food,Italian Restaurant,None,None,22529
ALDI NORD,53.59990820598211,9.9581136232217,4bdee8220ee3a593a94332b0,Shop & Service,Food & Drink Shop,Supermarket,None,22529
Rio Grande,53.59837787940298,9.965686997513107,4fbbcec6e4b0389cf82f4828,Food,Steakhouse,None,None,22529
ALDI NORD,53.597808873125295,9.972249269485475,4cacc8ccd250bfb7143bcb63,Shop & Service,Food & Drink Shop,Supermarket,None,22529
ALDI NORD,53.598442305899276,9.97226039498121,4b4ee15ff964a520bdf626e3,Shop & Service,Food & Drink Shop,Supermarket,None,22529
H Offakamp,53.598082534599534,9.970351420519561,509d3999e4b0bbf775a301b0,Travel & Transport,Bus Stop,None,None,22529
CREMA & BEANS,53.59521564371405,9.983807042183603,4f27a3f2e4b0d4bbe4e95417,Food,Café,None,None,20251
urban bodies,53.59630420651551,9.975692812624953,52caddcf498ea8a3ef8b04a9,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,None,20251
EDEKA center Struve,53.59895079999999,9.9736668,4b4ee460f964a520e1f626e3,Shop & Service,Food & Drink Shop,Supermarket,None,22529
Fricke 46,53.59510700236513,9.978158723521297,4ba7e86af964a520babd39e3,Food,Gastropub,None,None,20251
Lazerfun,53.599027562632024,9.976858265620377,5287944e498e87aa6aab1c4a,Arts & Entertainment,Laser Tag,None,None,22529
OBI,53.60113232901502,9.978563189506529,56f6c35c498ee2d7e8d0b224,Shop & Service,Hardware Store,None,None,22529
MediaMarkt,53.601025199999995,9.9747341,4b07c3dbf964a520e1ff22e3,Shop & Service,Electronics Store,None,None,22529
Campus Suite,53.597057758183155,9.976398063076713,4b9fc975f964a520a43e37e3,Food,Coffee Shop,None,None,20251
Budnikowski,53.60102638074035,9.974509052858652,4e344d5e1838f8518999b4ae,Shop & Service,Drugstore,None,None,22529
Bäckerei Nehberg,53.604245562869025,9.984729414141873,50585e9de4b0a4e74cdc55b6,Food,Bakery,None,None,22453
your bridge to business UG,53.60565,9.98342,571903bdcd10c36d4a701658,Shop & Service,Electronics Store,None,None,22453
Budnikowsky Nedderfeld,53.60460330812406,9.984612587395103,4d00ef7b21ea6ea8e18c449f,Shop & Service,Pharmacy,None,None,22453
WellYou,53.570785709816676,9.942985875967972,4c72aa82ad69b60c691384b9,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Gym,22769
REWE,53.57065461222194,9.94256125847403,4b7af564f964a5205b482fe3,Shop & Service,Food & Drink Shop,Supermarket,None,22769
Vereinhaus Memellandallee,53.5687992606974,9.942625955321803,4fce7212e4b084c4a326d27a,Arts & Entertainment,Stadium,Football Stadium,None,22769
Käsetheke,53.569976984199506,9.945479479568473,4ef233b5991151406c3f8cbd,Nightlife Spot,Bar,None,None,20257
Astra Stübchen,53.5695714950562,9.94619464874268,536beca4498ea0319af93274,Nightlife Spot,Bar,None,None,20257
Alis Bio-Ecke,53.568395374545965,9.950539551580393,4c138263b7b9c928fa9ba937,Shop & Service,Food & Drink Shop,Grocery Store,None,22769
Due Baristi,53.578130268528795,9.9415695944975,4b1a48abf964a520a2e823e3,Food,Café,None,None,20257
Croques & Crepes,53.578098427667925,9.941441927828972,4cbd836876ad9c74afb1e8cb,Food,French Restaurant,None,None,20257
H Sartoriusstraße,53.578060480794676,9.941402587200358,4bffa3d78d7a9c745768fa52,Travel & Transport,Bus Stop,None,None,20257
Cafe MAY,53.57653097141219,9.943214358948492,4b0ecfa1f964a520625b23e3,Food,Café,None,None,20257
Pastelaria Transmontana II,53.57782125180438,9.941738240066844,4b3df681f964a5208c9725e3,Food,Café,None,None,20257
Wochenmarkt Grundstraße,53.577702081214454,9.943286559660333,4bb70ec91344b7131f559e04,Shop & Service,Food & Drink Shop,Farmers Market,None,20257
Surf Shop Roastery,53.57766899999999,9.941674,5c83c54edb2aeb002cece4e4,Food,Coffee Shop,None,None,20257
Nanglo Asia Imbiss,53.57639616121779,9.943332181276938,4be310daf07b0f473bfef643,Food,Asian Restaurant,None,None,20257
Lehmitz Weinstuben,53.575178658554925,9.943995212233801,4cd5bdedab19a093cb2f41eb,Nightlife Spot,Bar,Wine Bar,None,20257
Zzzischer,53.57745702852,9.944592268108837,4bc6236704e8b7135d81352d,Nightlife Spot,Bar,None,None,20257
L'Orient,53.57725513582167,9.948102791879338,4c3ca62a15cb1b8d76e57adc,Food,Falafel Restaurant,None,None,20255
Taverna Samos,53.577517607047156,9.94785357056072,4c10c90ace640f4710663a52,Food,Greek Restaurant,Taverna,None,20255
Odysseus,53.57670400000001,9.945757,4c0155e50bce20a15d89f6c6,Food,Italian Restaurant,None,None,20255
Vin Aqua Vin,53.5770325866251,9.946612777761967,5708ee0a498e3d3dfc535e28,Food,Café,None,None,20255
Tokio Sushi,53.57802624029765,9.947346271047726,4b1fd381f964a520722924e3,Food,Asian Restaurant,Japanese Restaurant,Sushi Restaurant,20255
Kuddl,53.57795721418115,9.948042462640087,4e97250f775b4d502956da3e,Nightlife Spot,Bar,Pub,None,20255
Cross Sushi,53.57760620117188,9.947876930236816,54dfac43498eabc834a88285,Food,Asian Restaurant,Japanese Restaurant,Sushi Restaurant,20255
Café Estoril,53.578148983653385,9.947237977818688,4b9398e7f964a520b14934e3,Food,Café,None,None,20255
Ploy Thai,53.57840462654072,9.94698951179959,4b6ab88af964a52075dd2be3,Food,Asian Restaurant,Thai Restaurant,None,20255
Adam & Eve Beautylounge,53.57724279677805,9.948222076064686,5102b136e4b0abd083d8ff4d,Shop & Service,Cosmetics Shop,None,None,20255
San Burrito,53.57798319286508,9.94734716474825,57336973498e613b7c30e678,Food,Mexican Restaurant,None,None,20255
Little Buddha,53.577193787996514,9.947175979614258,4bdc64f7afe8c9b646364f85,Food,Asian Restaurant,None,None,20255
lal pera,53.57785491966681,9.947415657145802,4b759ceff964a5203f172ee3,Food,Café,None,None,20255
Warme Wurst Hähnchengrill Feinschmecker,53.5784806018983,9.94685390646914,4bc75e6b92b376b011954f3a,Food,Fast Food Restaurant,None,None,20255
Thang Long,53.57793954100575,9.947419368811124,4b66ced3f964a5209e2b2be3,Food,Asian Restaurant,Vietnamese Restaurant,None,20255
INTERIÖR,53.578415,9.94672546728396,4c4446fc74ffc9282a4675cc,Shop & Service,Furniture / Home Store,None,None,20255
Pinky-Markt,53.57715828356068,9.948258402814037,4b8a5f2ef964a520586a32e3,Shop & Service,Department Store,None,None,20255
Cosy Bar,53.57787988686746,9.9481070262773,4b8990b6f964a520234232e3,Nightlife Spot,Bar,None,None,20255
Mr. Ape,53.57775902842625,9.951488506379171,53b6a009498e06cf1e5f31b1,Nightlife Spot,Bar,None,None,20255
Caffé Toraldo,53.5779183318141,9.95142695071009,58df7a69ca1070220941dfed,Food,Café,None,None,20255
the asian shop,53.5778697266522,9.95140589820941,4ba4c93bf964a520c7b438e3,Shop & Service,Food & Drink Shop,Grocery Store,None,20255
Café Strauss,53.577539172647036,9.953653914867106,4b058859f964a520dfbf22e3,Food,Café,None,None,20255
Croque Français,53.57810767709815,9.95129811992394,4b2a603df964a520f2a724e3,Food,French Restaurant,None,None,20255
Asia Quick,53.57820303944659,9.951235265927538,4baa4d2df964a520b35c3ae3,Food,Asian Restaurant,None,None,20255
La Paz,53.57732713912236,9.951967042246268,4b144019f964a520fc9f23e3,Food,Spanish Restaurant,None,None,20255
Quick Shop,53.57774270108653,9.951576996936,4be831de88ed2d7fd68ccb1d,Shop & Service,Food & Drink Shop,Grocery Store,None,20255
Mercan Market,53.5808605090918,9.938737737625242,4d5184f5747f6dcb19f0c1d4,Shop & Service,Food & Drink Shop,Farmers Market,None,22527
Kakao Kontor Hamburg,53.58021207305674,9.939285406139497,4ba373c0f964a520373e38e3,Shop & Service,Candy Store,None,None,20257
Spielplatz Langenfelder Damm,53.57857932874168,9.94014676250283,4e0746a17d8b2a0180596e99,Outdoors & Recreation,Playground,None,None,20257
ZeitRaum,53.579976605493094,9.942539372791044,4b39110bf964a5206b5525e3,Food,Café,None,None,20257
Urknall,53.579305190532295,9.942106156549873,4b39241ef964a520075725e3,Nightlife Spot,Bar,Pub,None,20257
Eiszeit,53.57985310513639,9.94337711333717,4ba628caf964a520073839e3,Food,Dessert Shop,Ice Cream Shop,None,20257
Budnikowsky,53.57952501288802,9.945571319442065,4c7f4da9d51ea1437f515a9f,Shop & Service,Pharmacy,None,None,20257
Restaurant Naoussa,53.5806077535158,9.942745898602066,4bc1cc23abf49521a774c193,Food,Greek Restaurant,None,None,20257
die kleine konditorei,53.57938679686924,9.94593053144836,4b1399d8f964a520f79723e3,Food,Bakery,None,None,20255
Café Délice,53.578883272115185,9.94670090643922,5610f4d0498ec183e821c587,Food,Café,None,None,20255
Corfu Grill,53.579300362960176,9.948759416608734,4b388e57f964a5209a4e25e3,Food,Greek Restaurant,None,None,20255
Heimatjuwel,53.58011,9.947725,57475271498ee05232968dc2,Food,German Restaurant,None,None,20255
Restaurant Delhi,53.579589809814756,9.948789438465617,4bb8ea333db7b713b0c6219a,Food,Indian Restaurant,None,None,20255
Chilling Q-BAR,53.58076730233687,9.94616041806169,53064b43498e7219d253c592,Nightlife Spot,Bar,Cocktail Bar,None,20257
10er Friseur,53.5787941002181,9.94658964210601,4b139a58f964a520fc9723e3,Shop & Service,Salon / Barbershop,None,None,20255
Frau Hansen,53.57901560614469,9.94663953781128,535135d0498e01cf5d18aa67,Shop & Service,Furniture / Home Store,None,None,20255
Helo Restaurant,53.58054495678211,9.947050652357943,513266a4e4b04f77409aca3e,Food,Latin American Restaurant,South American Restaurant,Brazilian Restaurant,20257
enjoy it finest icecream and fruits,53.579259027597026,9.949209984187766,4bcb0d6fcc8cd13afd96becf,Food,Dessert Shop,Ice Cream Shop,None,20255
Old MacDonald,53.579252211306546,9.949020247246489,4bb5b96def159c741a0075f7,Food,Burger Joint,None,None,20255
TRUC's,53.58032501984542,9.946877109494258,4ce6d659baa6a1cd12dd236c,Food,Asian Restaurant,None,None,20257
Frachtraum,53.580523,9.947639,57d0742e498ea34981587a5d,Nightlife Spot,Bar,None,None,20255
Azeitona,53.579162509988286,9.946166682361339,555093f1498e1f48034a04ed,Food,Falafel Restaurant,None,None,20255
StadtRAD Leihstation 2226,53.58039670941922,9.946876803003367,4e12c575d22d759bae6e0e9f,Travel & Transport,Bike Rental / Bike Share,None,None,20257
Restaurant Zeus,53.578754217082064,9.95039084432228,4b730a3bf964a5208e972de3,Food,Greek Restaurant,None,None,20255
Stadtpark-Rennen,53.59199067065506,10.032179593944015,4e61ef8c7d8b8540896d8b5e,Arts & Entertainment,Racetrack,None,None,22303
Rohlfs Bäckerei,53.59459522908267,10.04384425291224,570a0240498e61fc8527074c,Food,Bakery,None,None,22307
Queue Billard Pub,53.59415484770089,10.044457725566874,4e73c2beb993a71aa2dc9de0,Arts & Entertainment,Pool Hall,None,None,22307
Rossmann,53.594031414844025,10.044125491158294,4d7b21a8136bf04dd013478d,Shop & Service,Drugstore,None,None,22307
Lidl,53.594136,10.044384599999999,4b3a5579f964a520e26425e3,Shop & Service,Food & Drink Shop,Supermarket,None,22307
TopClean,53.5945465353409,10.044014145996382,4efd943ec5126f14b55669f8,Shop & Service,Clothing Store,Lingerie Store,None,22307
EDEKA Müller,53.594438000000004,10.044540199999998,4b3f47a5f964a5202ca525e3,Shop & Service,Food & Drink Shop,Supermarket,None,22307
U Habichtstraße,53.59361344193634,10.052170715568186,4b251910f964a5203f6c24e3,Travel & Transport,Metro Station,None,None,22307
Das Erdgeschoss,53.597673233576174,10.038112950920606,4ede56448b81731610ee09e5,Food,Bistro,None,None,22307
Kalliopea,53.59810913761405,10.03798996699926,4b86c6a0f964a5206f9c31e3,Food,Greek Restaurant,None,None,22307
Spaccaforno,53.599068,10.0418625,5c30e9ffd905160025b3e5f0,Food,Italian Restaurant,None,None,22307
Taverna Kamiros,53.597766687646654,10.042677607140572,4c3090b7ed37a593bb036903,Food,Greek Restaurant,Taverna,None,22307
Orchideen-Palast Chin. Spezialitätenrestaurant,53.59673205748255,10.043198297658083,4d988d3aaf3d236af67b3ec7,Food,Asian Restaurant,Chinese Restaurant,None,22307
Taormina,53.59608214330943,10.043349913607068,4bfaa5558d30d13a10e10318,Food,Italian Restaurant,None,None,22307
H Neue Wöhr,53.59824450379229,10.04218348333838,4ea1e0e829c2abc8de8c594b,Travel & Transport,Bus Stop,None,None,22307
Cafe Echte Marmelade,53.595105000000004,10.043915,4dbd509393a08f9274d256e6,Food,Café,None,None,22307
Eis M,53.595301,10.043545,53b42ae6498ebaf39942648a,Food,Dessert Shop,Ice Cream Shop,None,22307
xxl house,53.595922803626955,10.051707,4b35f239f964a520772f25e3,Food,Restaurant,None,None,22307
H Langenfort,53.59888721088005,10.050374721528128,4bfabeab5ec320a165148cd3,Travel & Transport,Bus Stop,None,None,22307
Wilhelm-Rupprecht-Platz,53.59587286686128,10.055818526986151,4d2de5d44377224bf6010a38,Outdoors & Recreation,Plaza,None,None,22307
Wendebecken,53.598709827091895,10.054479491017773,4b34e310f964a520fa2825e3,Outdoors & Recreation,Park,None,None,22307
H Lauensteinstraße,53.600278,10.035934,4d073dd68620224b2c23b740,Travel & Transport,Bus Stop,None,None,22307
Fuhlsgarden,53.600115,10.051664,5789f66f498e7e0fb5a0557b,Outdoors & Recreation,Garden,None,None,22307
Schach-Café,53.606696134692754,10.033314817065527,4b05885af964a52023c022e3,Food,German Restaurant,None,None,22307
Kleingartenverein Fortschritt & Schönheit,53.60386955455735,10.034565419906425,4c540934479fc92820bb7292,Outdoors & Recreation,Garden,None,None,22307
S Rübenkamp (City Nord),53.60540066298724,10.033181436549397,4b2f4f18f964a520b0ea24e3,Travel & Transport,Light Rail Station,None,None,22307
Hansebäcker Junge,53.60535429143537,10.03317968933156,4e0de88522711665f60f17cd,Food,Bakery,None,None,22307
Fuchsbau,53.604858988835026,10.045087980667084,4e786856d1646aa04d3b3877,Nightlife Spot,Bar,Pub,None,22309
Von Allwörden,53.604034962003354,10.040332499442359,4ce26d8a3644a093fd32629f,Food,Bakery,None,None,22309
No Name,53.60524457500001,10.040205033333333,4ddabee58877f1151037d886,Nightlife Spot,Bar,Pub,None,22307
Büro Golombek | Webdesign | Webagentur | Hamburg-Barmbek,53.60513668234057,10.046052932739256,5572b403498ed7be485bc44c,Shop & Service,IT Services,None,None,22309
Dat Backhus,53.563345461075656,10.07863182867775,4c2eebba3896e21e1f25e390,Food,Bakery,None,None,22043
Hotel Marienthal Garni Hamburg,53.564384999999994,10.075287,4bdf34717ea362b5db6543c4,Travel & Transport,Hotel,None,None,22043
Budnikowsky,53.56433582558525,10.077534740022928,4c0a20456071a593d90edf32,Shop & Service,Pharmacy,None,None,22043
An der Marienanlage,53.5651778375244,10.081275525624159,4e3cff141f6e844231df57f3,Outdoors & Recreation,Park,None,None,22043
H Am Husarendenkmal,53.565004779211435,10.077524345018102,500c3995e4b042b406c43b90,Travel & Transport,Bus Stop,None,None,22043
Husarendenkmal,53.564725417968674,10.075421974550304,4cdfbd7d70bba1cd389d68c4,Arts & Entertainment,Public Art,Outdoor Sculpture,None,22043
SMI Marketing & Innovations GmbH,53.56333000000001,10.082589999999982,559538b6498e911af8cd65f2,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Gym,22043
MTHC Clubhaus,53.5602363734107,10.088860586523028,4e04e522d4c093188b8ab0d7,Nightlife Spot,Bar,None,None,22119
Spielplatz Öjendorfer See,53.560142088880475,10.14647986739874,4c30bc027cc0c9b68fbded9a,Outdoors & Recreation,Playground,None,None,22117
Kiosk Öjendorfer Park,53.56025201780852,10.147037431597711,50267318e4b064c42c1f4591,Shop & Service,Convenience Store,None,None,22117
Hofbräu Wirtshaus Wandsbek,53.569931791669035,10.076747104623262,4b51b1e1f964a520d35227e3,Food,German Restaurant,Bavarian Restaurant,None,22041
Bahnhof Hamburg-Wandsbek,53.56994446240788,10.077499997376608,4b80da5bf964a520198f30e3,Travel & Transport,Train Station,None,None,22043
Bahnschranke,53.56632945209393,10.064314922273462,4f053b09e5facc333dec3de2,Travel & Transport,Intersection,None,None,22043
H Ziesenißstraße,53.56748869675592,10.074809144263282,503dbb09e4b01caba45a6690,Travel & Transport,Bus Stop,None,None,22043
Blumen Loos,53.57026411975718,10.077776277146,4f6ae2a4e4b0e8b6ff2ca1f1,Shop & Service,Flower Shop,None,None,22041
Wandsbeker Gehölz,53.57064410046691,10.086081427194717,4b77e94df964a52079ae2ee3,Outdoors & Recreation,Park,None,None,22043
Piratenspielplatz im Gehölz,53.56762324231236,10.093375613154256,4e8727d57ee6691b0290d945,Outdoors & Recreation,Playground,None,None,22043
H Osterkamp,53.5696088646263,10.099736242273863,4ba264f5f964a52083f437e3,Travel & Transport,Bus Stop,None,None,22043
H Universität der Bundeswehr,53.57055832395586,10.105996468697274,4dcbd26fc65bccd8674e24d6,Travel & Transport,Bus Stop,None,None,22043
HSU Sportplatz,53.56722627334352,10.11089571101507,4fc728ace4b0dd28ca7e5a13,Outdoors & Recreation,Athletics & Sports,Soccer Field,None,22043
MyAppartmentHotel,53.569426651196366,10.123851597313463,55b3a27c498e461b42913674,Travel & Transport,Hotel,Bed & Breakfast,None,22043
orkinos,53.565258218705424,10.113816311946572,5150af4ae4b06ae76cd24cdd,Food,Fish & Chips Shop,None,None,22119
