Name,Latitude,Longitude,Venue_Id,Category_L1,Category_L2,Category_L3,Category_L4,Postal_Code
Hamburger Meile,53.57273446129218,10.030410289764404,4cc06d93985aa35d86d64c12,Shop & Service,Shopping Mall,None,None,22083
Holmes Place,53.573301658013,10.030451623024419,4b094f92f964a520881523e3,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,None,22083
Pizza Hut,53.57334359999999,10.031542300000002,4c6a5bb6c946e21efb77ec8e,Food,Pizza Place,None,None,22083
C&A,53.57231899554385,10.02961046316276,4d9f3dab925f236a2de24a44,Shop & Service,Clothing Store,None,None,22083
Restaurant Inos,53.57141158586133,10.029908138586737,4d20647e86e154814f8ab93a,Food,Greek Restaurant,None,None,22081
Mima,53.573062735971405,10.03092379308667,4cc2f9f091413704a22bb855,Food,Italian Restaurant,None,None,22083
Ciao Bella,53.5722313,10.0296219,5166e8dae4b0f7887e9fe98a,Food,Italian Restaurant,None,None,22083
UCI Kinowelt,53.570949205753145,10.028000963413518,4b058862f964a52090c222e3,Arts & Entertainment,Movie Theater,Multiplex,None,22083
Mundsburg,53.570937856773384,10.027663707733154,4cb9c471c7228cfa882712ce,Shop & Service,Shopping Mall,None,None,22083
PENNY,53.571051000000004,10.027683,4b96992cf964a5208fd734e3,Shop & Service,Food & Drink Shop,Supermarket,None,22083
H&M,53.57300377616291,10.031087484676393,4d3490b1b6093704a35e0ce0,Shop & Service,Clothing Store,None,None,22083
Ichiban,53.570653949443475,10.027347625227913,55f9b151498ece5385c8961b,Food,Asian Restaurant,Japanese Restaurant,Sushi Restaurant,22083
Lazerfun,53.570767000000004,10.026483,5709066c498e59fb679b9c42,Arts & Entertainment,Laser Tag,None,None,22085
Piccobello,53.57697346054327,10.019175749770257,4c34bd3d3896e21e660eec90,Food,Italian Restaurant,None,None,22085
La Sorpresa - Ristorante Italiano,53.57485646674456,10.019890840057572,4bb09139f964a520654c3ce3,Food,Italian Restaurant,None,None,22085
A Modo Mio,53.57496181607117,10.01934827763186,4b4b1b0bf964a520649226e3,Food,Italian Restaurant,None,None,22085
Lidl,53.57418697935176,10.022896081209185,4b3f8a89f964a520baa825e3,Shop & Service,Food & Drink Shop,Supermarket,None,22085
Video Center Movie Star,53.57468267936093,10.021987430744142,4b24fffdf964a520236b24e3,Shop & Service,Video Store,None,None,22085
Bäckerei Pritsch,53.57624463697116,10.02377480624412,4c82a6dbe602b1f709b39e7a,Food,Bakery,None,None,22083
EDEKA Linow,53.577532999999995,10.0208785,4ceee987f368b1f766f582f7,Shop & Service,Food & Drink Shop,Supermarket,None,22083
Tabakladen Albrecht - Lotto Toto Kiosk,53.576313,10.023878999999999,4c9ef5a746978cfa000ba77f,Shop & Service,Lottery Retailer,None,None,22083
La Sopresa,53.57489547512861,10.019894781176113,4bd5f63a6798ef3b3751648d,Food,Italian Restaurant,None,None,22085
Bartholomäus-Therme,53.577076493981245,10.027757000339422,4b05885df964a52001c122e3,Shop & Service,Spa,None,None,22083
Samui,53.577609918374364,10.032920853000867,4ff86973e4b0f1abbc205aed,Food,Asian Restaurant,Thai Restaurant,None,22083
Curry-Pirates,53.57791937839949,10.02138687072654,4b1a6739f964a520e1e923e3,Food,Fast Food Restaurant,None,None,22083
Power Yoga Germany,53.57968542163432,10.01905209273373,4cf13b7388de3704c306712b,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Yoga Studio,22085
Tunici's Restaurant & Kegelbahn,53.57793172822669,10.032549777324096,503e4fc0e4b002a97dfb2598,Arts & Entertainment,Bowling Alley,None,None,22083
Dubrovnik,53.57796105181967,10.032596490649563,4b64200af964a5202da02ae3,Food,Eastern European Restaurant,None,None,22083
fresh taste,53.579879000000005,10.031009,56a8b0aa498e40a93950234f,Food,Asian Restaurant,Vietnamese Restaurant,None,22083
H Biedermannplatz,53.58029151832598,10.032236277098137,50502abde4b0c7d0d9261154,Travel & Transport,Bus Stop,None,None,22083
Biedermannplatz,53.580148167031744,10.032382091211971,526cd9f911d299d159050603,Outdoors & Recreation,Park,None,None,22083
Bosna Imbiss,53.57913213,10.03903429,5339cc9f498e6c53f0706c32,Food,BBQ Joint,None,None,22083
Riess Ambiente,53.57921237772265,10.039678398987107,4b07e56cf964a520d70023e3,Shop & Service,Furniture / Home Store,None,None,22083
Schleidenpark,53.58154217148883,10.033231105181018,5313485a498e7bac38ee3a8f,Outdoors & Recreation,Park,None,None,22083
Café Ulrich Münch,53.58022973887967,10.037494682909802,504b1575e4b0856d54f384de,Food,Dessert Shop,None,None,22083
Bikram Yoga Barmbek - Hamburg 40 Grad,53.577966457160656,10.039692811785226,52d84264498e92944a53de1e,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,Yoga Studio,22083
Louis Kitchen.Bar,53.57899457341266,10.043754551273013,54606e1e498e1a3a461f42ba,Nightlife Spot,Bar,None,None,22081
Dehnhaide Grill,53.57913317658306,10.042247852315784,4b3a826ff964a520fc6825e3,Food,German Restaurant,None,None,22081
Falafel Factory,53.579697202250784,10.041003348587422,566d7a52498e8921fc6ebf31,Food,Falafel Restaurant,None,None,22081
Netto Marken-Discount,53.58133879958103,10.045045077880193,4c443a7df799e21e0a77ada2,Shop & Service,Food & Drink Shop,Supermarket,None,22081
Nordsee Apotheke,53.57922899579129,10.041729211807253,4cefe03f28abb60c9a0ac509,Shop & Service,Pharmacy,None,None,22081
Hamburger Sparkasse,53.57921341901631,10.04091693144006,4c24dc10905a0f47c1726060,Shop & Service,Bank,None,None,22081
Kiosk an der U Dehnhaide,53.579611366722744,10.041389124625283,4cf643f6c020b60c16111f75,Shop & Service,Convenience Store,None,None,22081
Frisör Perfect Cut,53.579311004128506,10.040777,4c00bf328c1076b0ffac2071,Shop & Service,Cosmetics Shop,None,None,22083
Bert-Kaempfert-Platz,53.58497,10.04457,59a1a2bd4c954c5afee78996,Outdoors & Recreation,Plaza,None,None,22305
Teheran,53.55218509742974,10.013670704382386,4c891a107223b1f7971231a8,Food,Middle Eastern Restaurant,Persian Restaurant,None,20097
Laures,53.55391767555268,10.013528299373066,57223061cd1053ce64816926,Food,Gastropub,None,None,20099
Daniels Company,53.553073301339985,10.013250265378039,4b9c392ef964a5208b5636e3,Nightlife Spot,Bar,Gay Bar,None,20099
Sönmez Markt,53.554114764127924,10.013556577254798,5048a0e0e4b076625c2cf4d3,Shop & Service,Food & Drink Shop,Grocery Store,None,20099
Atlantic Bar,53.557155529796155,10.004598471348443,4bbc90f051b89c742d8b872a,Nightlife Spot,Bar,Hotel Bar,None,20099
Atlantic Restaurant,53.557438321125666,10.004384917151816,4b05885ff964a520bdc122e3,Food,Restaurant,None,None,20099
Hotel Atlantic Kempinski,53.557024927353964,10.005087116371,4b058857f964a5203cbf22e3,Travel & Transport,Hotel,None,None,20099
Moij Hamburg,53.557588032823276,10.005312871128472,52022120498e43a1703b0ffe,Shop & Service,Salon / Barbershop,None,None,20099
Caravela,53.5559560308365,10.009244875010006,4b10f689f964a520097723e3,Food,Portuguese Restaurant,None,None,20099
M&V Bar,53.555960008634614,10.009408771609689,4b462f06f964a5205c1926e3,Nightlife Spot,Bar,Gay Bar,None,20099
slowman,53.55502230461385,10.009149039727076,55b11fe1498efa038a3a37b3,Food,Restaurant,None,None,20099
Hee Yang Sushi & Thai,53.5561,10.00928,4c02baebf423a593bc38cf16,Food,Asian Restaurant,Thai Restaurant,None,20099
Energy Clinic,53.5577490724099,10.005229283837943,4b0f76e6f964a520766223e3,Shop & Service,Spa,None,None,20099
Budnikowsky,53.55586312228885,10.009279240079858,4b7a9754f964a520a3322fe3,Shop & Service,Drugstore,None,None,20099
Taverna Ellada,53.556143924151385,10.009497419723907,509256dee4b0679e93b5be25,Food,Greek Restaurant,Taverna,None,20099
Il Buco,53.555524,10.012269,4d6fe5d9b73bb1f7b98ab172,Food,Italian Restaurant,None,None,20099
Polittbüro,53.555015242478106,10.014327970827829,4b058862f964a520afc222e3,Arts & Entertainment,Comedy Club,None,None,20099
Molana,53.555700234711345,10.015407122499054,4bd10a5477b29c742b198c82,Food,Middle Eastern Restaurant,None,None,20099
Arepa Café,53.55485307914729,10.012283311594313,56d62acccd105c49e6017dcc,Food,Latin American Restaurant,Arepa Restaurant,None,20099
Curry Lounge,53.555953192466404,10.0176661211777,4fa8f207e4b04e4b069bce46,Food,Indian Restaurant,None,None,20099
WIENER KAFFEE,53.55536464515777,10.01595204494136,5154283bd63e9609f95f3258,Food,Restaurant,None,None,20099
Traumzeit,53.5549916868176,10.01232219888376,4f456bb3e4b007cd8c3976d1,Food,Bistro,None,None,20099
Cafe Türkis,53.55551384810489,10.0167060404509,560a5fce498ecdcb8cfa1dd6,Food,Asian Restaurant,Thai Restaurant,None,20099
Dostana Asia Restaurant,53.554499947236174,10.0124318590639,51e043b7498e33e5042f300a,Food,Indian Restaurant,None,None,20099
ARCOTEL Rubin Hamburg,53.55539683722253,10.015649538420504,4cdedf1e78ddf04ddf529d98,Travel & Transport,Hotel,None,None,20099
S.L.U.T. Club Hamburg,53.55625651371782,10.014248290028432,4d469c8d019d5941fd80c38d,Nightlife Spot,Bar,Gay Bar,None,20099
Yummies,53.55542406545635,10.015755309657099,542be857498ef054dbf6a34c,Food,Bistro,None,None,20099
Lidl,53.55530970000001,10.0168903,4b88f118f964a5208d1432e3,Shop & Service,Food & Drink Shop,Supermarket,None,20099
a.mora,53.557936891323465,10.003814374252418,4bc9917ffb84c9b642451b3e,Nightlife Spot,Lounge,None,None,20099
Alsteropsicht Rabenstraße,53.55798633618457,9.99956613985545,4fec4665e4b0180507fd5bd6,Outdoors & Recreation,Harbor / Marina,None,None,20099
Portovono,53.557956000000004,10.001934,4f6f599be4b0e0075c4f749f,Food,Italian Restaurant,None,None,20099
Segelschule Pieper,53.558147271457656,10.00457527945597,4e21e1977d8b71715bafec64,Outdoors & Recreation,Harbor / Marina,None,None,20099
Heritage,53.558620999999995,10.007744,5675151a498ed41778b26839,Food,French Restaurant,None,None,20099
barca - an der Alster,53.558513564396044,10.005615648642786,4d8686820a0d1456454815cc,Food,Restaurant,None,None,20099
Le Méridien Hamburg,53.558458200000004,10.0078546,4b0e7c3ff964a520e95723e3,Travel & Transport,Hotel,None,None,20099
Cafe Prüsse,53.559386249143174,10.007797729155472,4c79526776ce9c74ef67aa0c,Food,German Restaurant,None,None,20099
Le Royal Meridien Hamburg Fitness Centre,53.55859979023741,10.007643510291912,4e758ffad1643f93b1fd8dcf,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,None,20099
La Dolce Vita,53.560246783499316,10.010781504367586,4bd8036235aad13a8cf08ff3,Food,Dessert Shop,Ice Cream Shop,None,20099
Opus Lounge,53.55856130259146,10.007649167893604,4be96e64a117b713228381c8,Nightlife Spot,Bar,Cocktail Bar,None,20099
Ruderklub Allemannia von 1866,53.559349522888354,10.00816136981426,554cf66a498ed46250ba2be7,Outdoors & Recreation,Athletics & Sports,None,None,20099
Kajüte,53.56121203716797,10.012480896226473,4baf1fc2f964a5206eec3be3,Food,German Restaurant,None,None,20099
"Restaurant ""Unter Deck""",53.560745,10.013010000000001,4d3ddbcd457cb60c2aadfba4,Food,Restaurant,None,None,20099
Lakeside,53.565138,9.99835,5af5fa3d5c6838002c33141b,Food,Restaurant,None,None,20354
John Fontenay Denkmal,53.56488515869732,9.999656416142734,4f9ac713e4b0de6266afdca5,Outdoors & Recreation,Sculpture Garden,None,None,20354
BalzundBalz,53.57939653829414,9.976766189140527,57405567498e33efb6522bbe,Food,Café,None,None,20251
Ono by Steffen Henssler,53.58079741157618,9.97839949578977,4b6c6850f964a5208b372ce3,Food,Asian Restaurant,Japanese Restaurant,Sushi Restaurant,20251
Die Glocke,53.57965203271371,9.979543203441649,4b76b8bff964a520a95a2ee3,Nightlife Spot,Bar,Pub,None,20144
Brücke,53.578956623241865,9.978303241053032,4b40d815f964a52007bc25e3,Food,German Restaurant,None,None,20144
TH²,53.58019404634248,9.979717143394268,4b17da3df964a520dfc823e3,Food,Café,None,None,20144
Cucinaria,53.580956623114616,9.976511520441015,4b30d9aaf964a5201cfc24e3,Shop & Service,Furniture / Home Store,None,None,20251
Octopus,53.580164,9.97654,4cd545f0886cb60c28de8289,Shop & Service,Furniture / Home Store,None,None,20251
Isemarkt,53.580386072583046,9.980295612755127,4b058863f964a520d5c222e3,Shop & Service,Food & Drink Shop,Farmers Market,None,20144
Deutsche Bank,53.581085655099656,9.988123407986675,4d51339bedc68eec8ed7bfa4,Shop & Service,Bank,None,None,20149
Bolivarpark,53.580813652195616,9.989708916050716,4b6455e2f964a52072ab2ae3,Outdoors & Recreation,Park,None,None,20149
ETV Tennis Sandplätze,53.589194673242,9.96868884170788,5172a725e4b07dfc31a3eee5,Outdoors & Recreation,Athletics & Sports,Tennis Court,None,22529
Lecker Bäcker,53.59441576442917,9.984933830079012,4ba4922ef964a520f1a438e3,Food,Bakery,None,None,20251
H Tarpenbekstraße,53.59500715389079,9.983970576701727,4ea1a210775b5c3e82cb5c3e,Travel & Transport,Bus Stop,None,None,20251
il piccolo cafe,53.59434,9.985225999999999,57ba9811498e4fd6c61fdfff,Food,Bakery,None,None,20251
Hayns Park,53.59547211062311,9.989511966705322,4b05885df964a5200bc122e3,Outdoors & Recreation,Park,None,None,20251
Borchers,53.59442526574637,9.987095729973738,4b058859f964a520e2bf22e3,Food,Gastropub,None,None,20251
Taverna Symposion,53.594535671549245,9.987640988432053,4c4ec497f53d0f47c7850ea7,Food,Greek Restaurant,Taverna,None,20251
DAS FUTTERHAUS,53.59935150064831,9.971514126103633,4c8fa767ad70a143a597930f,Shop & Service,Pet Store,None,None,22529
Fressnapf Hamburg-Eppendorf,53.59908769,9.973758,5745b874498eb2f2f63d1e83,Shop & Service,Pet Store,None,None,22529
von Allwörden,53.598961656010715,9.973831979181208,4e0ec621d164fff335aef111,Food,Bakery,None,None,22529
Packstation 194,53.59897994995117,9.973466873168944,511772e1e4b0a8f4a1d34ff4,Shop & Service,Shipping Store,None,None,22529
W.E.T. Tennisclub,53.60076813026291,9.985322886781272,4bd2e946b221c9b67c71d8d0,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,None,20251
H Nedderfeld (Anscharhöhe),53.60112398123938,9.982105749601445,4c080d8aa1b32d7fed6995f0,Travel & Transport,Bus Stop,None,None,20251
Apotheke Dr. Koch,53.59650584965173,9.984001661907449,4d30010310e9b1f700f1b6f1,Shop & Service,Pharmacy,None,None,20251
Inpetto,53.600659,9.985488,5b8fcb813c858d0039fec50c,Food,Restaurant,None,None,20251
H Nedderfeld Center,53.60137274347334,9.980353383801878,50d2ffe2e4b057df66e145f0,Travel & Transport,Bus Stop,None,None,22529
DeliKate,53.59649794001586,9.987660243369985,4ff94965e4b0f08305cfcdc5,Food,Café,None,None,20251
Estancia La Sabrina,53.59578735205397,9.98726398705251,4fad4f81e4b06e5ab7dc7991,Food,Latin American Restaurant,South American Restaurant,Argentinian Restaurant,20251
Die Pizzeria,53.596200409267205,9.988104973210204,4c1a08a1fe5a76b0ec690415,Food,Pizza Place,None,None,20251
Restaurant Schuback,53.59633656156357,9.987979463548042,541a95ce498e9b142b722130,Food,German Restaurant,None,None,20251
Bootsverleih,53.6013031341795,9.990297976570961,4c092741a1b32d7f722297f0,Travel & Transport,Boat Rental,None,None,22297
Eppendorfer Mühlenteich,53.59995450578674,9.987773895263672,4d512d339d4937046d94c939,Outdoors & Recreation,Lake,None,None,20251
Spielplatz Lattenkamp,53.600061161665316,9.99216951989964,4bc1a7d1b492d13a9054a660,Outdoors & Recreation,Playground,None,None,22299
Meenkwiese,53.59777949193653,9.990669109924289,4c6fd815d97fa1437b10f4ca,Outdoors & Recreation,Park,None,None,20251
Anleger Hamburg,53.60114436572139,9.99155044555664,55cf71cd498eecf64526ac05,Outdoors & Recreation,Harbor / Marina,None,None,22297
Kabs Wandsbek,53.58000500000001,10.079425800000001,4da314e1bf22a1435fc8bff8,Shop & Service,Furniture / Home Store,None,None,22041
Kabs Wohnwelt,53.580160675864505,10.080323264334666,50967f27e4b0c953ee5a51b9,Shop & Service,Furniture / Home Store,None,None,22041
JOHN REED Fitness,53.580208344905365,10.07946789264679,58eb7187964d784203781258,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,None,22041
El Greco Taverna,53.58130010675528,10.090643990795426,4da88f074df0af29b710b96e,Food,Greek Restaurant,Taverna,None,22047
Walddörfer Croque Café,53.581664,10.093611,4b434636f964a520cadd25e3,Food,Café,None,None,22047
Stadion Sportpark Hinschenfelde,53.58128281024845,10.099197424521424,4dbaf3f16a23e294ba084d5c,Outdoors & Recreation,Athletics & Sports,Soccer Field,None,22047
Harmony Floristik Schumacher,53.57934284327696,10.099874551732977,4d1457b8401db60cdea4d7a4,Shop & Service,Flower Shop,None,None,22041
Eichtal,53.58375230521245,10.10092112441132,4c0522e1187ec92835f4b77b,Outdoors & Recreation,Park,None,None,22047
expresso,53.582217763865785,10.107937178397064,51385304e4b0e19603e32268,Food,Bakery,None,None,22045
Netto Filiale,53.58234591,10.10743405,4c5d78b385a1e21e32675911,Shop & Service,Food & Drink Shop,Supermarket,None,22045
Budnikowsky,53.582239,10.107847,4b9e6d6ef964a520d0e236e3,Shop & Service,Pharmacy,None,None,22045
Budnikowski,53.58642647289501,10.086197660193674,528cc94311d2c1f59cb98102,Shop & Service,Pharmacy,None,None,22047
H Stephanstraße,53.58627215713182,10.085885141510198,4da3f3317aee54818b28f4fe,Travel & Transport,Bus Stop,None,None,22047
H Stephanstraße,53.586714035385555,10.084067346719687,506b09bbe4b09c0e1129ebe0,Travel & Transport,Bus Stop,None,None,22047
Minas Restaurant,53.58687969234264,10.08791174986108,4d5e5926d7206ea87a7cdbf1,Food,Greek Restaurant,None,None,22047
MediaMarkt,53.58650157533019,10.091433728836023,4b488679f964a520b74e26e3,Shop & Service,Electronics Store,None,None,22047
Telekom Shop,53.58776363146243,10.091247000000068,4de3c00bfa7651589f1d86b4,Shop & Service,Mobile Phone Shop,None,None,22047
McDonald's,53.58746250539296,10.089571317063976,4b9a9970f964a52025c535e3,Food,Fast Food Restaurant,None,None,22047
H Helbingtwiete,53.58777057490822,10.0929214489309,4d6a7d714c4637043cd4b0b3,Travel & Transport,Bus Stop,None,None,22047
MyPlace - SelfStorage,53.58744223720424,10.089509004302792,4d468ebbe198721e0316d08b,Shop & Service,Storage Facility,None,None,22047
UCI-Kinowelt,53.58827527694881,10.096562341170829,4b058861f964a5205ec222e3,Arts & Entertainment,Movie Theater,Multiplex,None,22047
Bella Ciao,53.5890121459961,10.098804473876953,538316c7498e7fd31bd927d8,Food,Italian Restaurant,None,None,22047
Fitness & Friends,53.587714260785596,10.096538031638918,4b948df4f964a520467d34e3,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,None,22047
Lidl,53.58564292204977,10.099537521600725,4bcc7e2a0687ef3bca4cdfcc,Shop & Service,Food & Drink Shop,Supermarket,None,22047
Kaufland,53.5877138380314,10.095591553458144,4b589e28f964a5209f6128e3,Shop & Service,Big Box Store,None,None,22047
Mongolei,53.5889009711906,10.098437503831317,526125db11d2a81ad9c59724,Food,Asian Restaurant,Mongolian Restaurant,None,22047
Stilbruch Wandsbek,53.586270864114454,10.0956096122092,4bd2c69ecaff9521b56cd3f0,Shop & Service,Thrift / Vintage Store,None,None,22047
Nordmarkteich,53.58436013129602,10.109318391300024,5367dbda498eed6f1a57b0a9,Outdoors & Recreation,Lake,None,None,22047
H Tilsiterstraße,53.58930804068986,10.078239440917967,4e65230981301b9322f1468f,Travel & Transport,Bus Stop,None,None,22049
H Tilsiter Straße (Mitte),53.5908,10.0833,51d432be498ea62513ff2b16,Travel & Transport,Bus Stop,None,None,22047
Poco Domäne,53.589397,10.098815,4bcc36e20687ef3b0fd6decc,Shop & Service,Furniture / Home Store,None,None,22047
Burger King,53.58918413511408,10.100700606607553,4b6576d7f964a52064f12ae3,Food,Fast Food Restaurant,None,None,22047
Hotel Rahlstedter Hof,53.58967904332125,10.104389813168476,554a51a0498e619653a471a6,Travel & Transport,Hotel,None,None,22047
Restaurant Porto Carras,53.59244657339946,10.109256934297989,4b1bdb0ef964a52032fe23e3,Food,Eastern European Restaurant,None,None,22047
Baris Grillhaus,53.59311294555664,10.110780715942383,4f57884fe4b060fb2fe5a1cd,Food,Turkish Restaurant,None,None,22159
Kleingartenkolonie Ostende,53.59142930953722,10.111509253378431,4f280327e4b01133cc2b7137,Outdoors & Recreation,Garden,None,None,22047
Wochenmarkt Wandsbek,53.596332999999994,10.084098,52b4188a11d28dbf30aee786,Shop & Service,Market,None,None,22047
Kiosk (Lotto),53.594261021334646,10.083416446279378,4def9b19227170314ba759c0,Shop & Service,Convenience Store,None,None,22047
Mix Markt,53.59843875561643,10.092397715759649,4da980d38154abafc29489e8,Shop & Service,Food & Drink Shop,Grocery Store,None,22179
Café Galão,53.59704120921114,9.997001359374755,4bf7a88c4a67c928a6ff23cf,Food,Portuguese Restaurant,None,None,22299
das BISTRO,53.59656499466485,9.997314718197499,50fadcade4b03c6cb0c835ac,Food,Bistro,None,None,22299
echtasien,53.599931042998115,9.996338273615928,4eccdcf161af1f8ac3d7a420,Food,Asian Restaurant,Japanese Restaurant,Sushi Restaurant,22299
Beiti,53.598428846720545,9.99705621515314,4e32e8891838be8b94cfa280,Food,Middle Eastern Restaurant,Lebanese Restaurant,None,22299
MEM Open Kitchen,53.59654761538901,9.997506502048608,4dbc12e1b3dcc563f2d441e7,Food,Mediterranean Restaurant,None,None,22299
Oniro,53.599199,9.995175999999999,568ebb1e498e96ff7080ca23,Food,Greek Restaurant,None,None,22299
Kailua Poké,53.596603510694955,9.997669352066005,595d317f772fbc4ee0db73a6,Food,Hawaiian Restaurant,None,None,22299
Kirat Asia Imbiss,53.59716670294755,9.996962721333656,4b6ab358f964a520a1dc2be3,Food,Asian Restaurant,None,None,22299
Café du Passage,53.59992433355134,9.99593964313102,4b111420f964a520f27723e3,Food,Café,None,None,22299
Pepenero,53.599320999999996,9.996871,4b7af884f964a52037492fe3,Food,Italian Restaurant,None,None,22299
Soul Kebab,53.599866052779376,9.994956215543732,4b66c0c4f964a520b3292be3,Food,Turkish Restaurant,Doner Restaurant,None,22299
MAGAZIN-Filmkunsttheater,53.59976217859377,10.003804646110007,4bb0afa8f964a520de543ce3,Arts & Entertainment,Movie Theater,Indie Movie Theater,None,22299
Loft,53.59599,10.002032,4c74b4d0613f76b0f38ea12a,Food,Café,None,None,22299
Tafelspitz,53.59680344235101,10.00160510039726,5471d9ed498ea5bc4ee126f7,Food,Austrian Restaurant,None,None,22299
Laufstrecke Stadtpark,53.59595321077733,10.005063112121746,53e73bdb498e08a1daf67a8f,Outdoors & Recreation,Athletics & Sports,None,None,22303
H Ohlsdorfer Straße (Planetarium),53.599076702916285,10.00268607403,4bf8305b5efe2d7f56536a34,Travel & Transport,Bus Stop,None,None,22299
Enterprise Rent-A-Car - Hamburg-Eppendorf,53.60385552156423,9.985445737838743,4e0ecdbc1f6e9964ea26db4e,Travel & Transport,Rental Car Location,None,None,22453
Die Wäscherei (Lager),53.603285154209814,9.988586488797017,4cb43b65562d224b5a8c3288,Shop & Service,Furniture / Home Store,None,None,22297
Polizeimuseum Hamburg,53.60314506414768,10.00662457894652,4e084aede4cdefcff6e1113a,Arts & Entertainment,Museum,None,None,22297
Roxie,53.607387,10.01032485,4cc1b9045684a35d4f99ba0d,Food,Diner,None,None,22297
Sporthalle Hamburg,53.60282741128036,10.00205777027715,4b06f80df964a5207ef422e3,Arts & Entertainment,Concert Hall,None,None,22297
H Wilhelm-Metzger-Straße,53.605193386487855,9.999160108071509,4f035ebd4690f6eced912ec4,Travel & Transport,Bus Stop,None,None,22297
Budnikowsky,53.60590507410999,10.001296101950206,4d038aed7d9ba35d72556023,Shop & Service,Drugstore,None,None,22297
FuLu Restaurant,53.60736846923828,10.005505561828613,5623cf89498e1468e0593da3,Food,Asian Restaurant,None,None,22297
H Carl-Cohn-Straße,53.60690655971524,10.00512032137404,4c651d34cdb6e21e7b35343e,Travel & Transport,Bus Stop,None,None,22297
Sato Döner Imbiss,53.606652795757896,10.01187853244614,4b6b2168f964a520ccf42be3,Food,Turkish Restaurant,Doner Restaurant,None,22297
Sportspaß Center City Nord,53.604135536858045,10.024062289178646,4b8296dff964a5209dd930e3,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,None,22297
Bep Viet,53.60472658238048,10.023067967584014,53f5ce14498e31b96a3a01c2,Food,Asian Restaurant,Vietnamese Restaurant,None,22297
Die Wäscherei,53.603863,10.02339,4b2f7859f964a52098eb24e3,Shop & Service,Furniture / Home Store,None,None,22297
Joris,53.60289612249189,10.023296829534793,54f6ef54498ef7d80433cd1e,Food,Bistro,None,None,22297
Cantina Alsterdorf,53.60514457644865,10.013186927147453,4e39220e483b6aaecd5f1e8d,Food,Restaurant,None,None,22297
Pur,53.60414711978429,10.02271847351864,527546db498e5a70a5a1e058,Food,Restaurant,None,None,22297
Oh it's fresh!,53.602615795999014,10.024125135513003,4bf262881cd9d13abc98ed76,Food,Breakfast Spot,None,None,22297
H Sydneystraße,53.605249655940725,10.017830217804132,4efd98b30aaffcf6f242f454,Travel & Transport,Bus Stop,None,None,22297
U Alsterdorf,53.60710238052217,10.011816406411539,4b62104ef964a52055332ae3,Travel & Transport,Metro Station,None,None,22297
H Manilabrücke,53.60688823072069,10.02229980728865,4c6953fcc946e21e3ad2e98e,Travel & Transport,Bus Stop,None,None,22297
Naschmahl,53.60424275963389,10.022714246135612,5020fb96e4b043fad4c57f34,Food,Restaurant,None,None,22297
Gourmettempel @ Telefonica,53.605933301076384,10.02042310391187,4fab9d26e4b061bcd39c4747,Food,Restaurant,None,None,22297
My4walls Serviced Apartments,53.602264,10.027388,5b0474d716fa04002c259802,Travel & Transport,Hotel,None,None,22297
H Kapstadtring,53.60562366898356,10.026166755775618,4cf417561c158cfa7983e1b5,Travel & Transport,Bus Stop,None,None,22297
Central Garden,53.611398,9.987242,4e86e94be5fa1b4052afec6d,Outdoors & Recreation,Garden,None,None,22453
Ruderverein Wandsbek,53.60759009778007,9.995310788782573,4bec7c66976ac9288115610b,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,None,22297
Eppendorfer Moor,53.61331497068441,10.002277050624514,4b2ceb72f964a520beca24e3,Outdoors & Recreation,Nature Preserve,None,None,22297
REWE,53.60764720000001,10.005769,4b3c91b9f964a520358525e3,Shop & Service,Food & Drink Shop,Supermarket,None,22297
Eiskaffee Eis Perle,53.60835407511213,10.009393749713745,4c65257b3f69c9b611638ad9,Food,Dessert Shop,Ice Cream Shop,None,22297
Braband,53.61332968938729,10.002280887148505,4c63d697edd320a1234ab029,Food,Café,None,None,22297
Restaurant Alexandros,53.607778,10.007662,4db324f893a017099dbd551a,Food,Greek Restaurant,None,None,22297
H Alsterdorfer Damm,53.6132787006377,10.00225851868278,4cdcef71c409b60ccf8ddd1a,Travel & Transport,Bus Stop,None,None,22297
Dammbrücke,53.61328534688254,10.002271847799033,4f12ee78e4b03802042d2228,Outdoors & Recreation,Bridge,None,None,22297
H Brabandstraße,53.61326630644764,10.008909970774493,4d70b5fc42b0721e7dcb8067,Travel & Transport,Bus Stop,None,None,22297
H Hindenburgstraße,53.608788034207706,10.011651275870246,4c651d00dddfa593883f93ff,Travel & Transport,Bus Stop,None,None,22297
Alsterufer,53.61329428466996,10.00226094125458,4d30bc8b82fd54813518b6a8,Outdoors & Recreation,Park,None,None,22297
Grüner Salon,53.60851115957633,10.009328633398967,4f705921e4b02a6d6a827238,Food,Salad Place,None,None,22297
Alster Studio,53.61141801469487,10.009527938908164,4bcdde4b0687ef3b2698e1cc,Outdoors & Recreation,Athletics & Sports,Gym / Fitness Center,None,22297
